HrRacedate,HrRaceNo,HrRaceIndex,HrFP,HrNo,HrName,HrBrandNo,HrJockey,HrStable,HrWeight,HrBodyWeight,HrDraw,HrMarginLen,HrPos1,HrPos2,HrPos3,HrPos4,HrPos5,HrPos6,HrTime,HrWinOdds,HrRaceResultComm
2020-04-26,7,608,WV,7,星洲司令,B104,史卓豐,苗禮德,126,---,---,---,,,,,,,---,---,
2020-04-26,8,609,1,1,時時精綵,B101,潘頓,告東尼,126,1061,5,-,,5,2,2,2,1,2:00.00,1.5,
2020-04-26,8,609,2,3,添滿意,C079,田泰安,告東尼,126,1089,1,3/4,,3,4,4,3,2,2:00.14,6.2,
2020-04-26,8,609,3,4,鷹雄,A093,郭能,約翰摩亞,126,1085,3,3-1/4,,6,5,5,5,3,2:00.53,25,
2020-04-26,8,609,4,6,幸福掌聲,C492,薛恩,沈集成,126,1083,7,4-1/2,,7,7,7,4,4,2:00.72,8.3,
2020-04-26,8,609,5,2,馬克羅斯,A066,莫雷拉,告東尼,126,1260,4,7-1/4,,1,1,1,1,5,2:01.14,7,
2020-04-26,8,609,6,7,龍鼓飛揚,C120,史卓豐,苗禮德,126,1100,2,7-1/4,,2,3,3,6,6,2:01.15,12,
2020-04-26,8,609,7,5,烽煙四喜,A036,波健士,苗禮德,126,1145,6,8,,4,6,6,7,7,2:01.27,61,
2020-04-26,9,610,1,4,錶之智能,D139,莫雷拉,約翰摩亞,127,1126,1,-,,,,5,3,1,1:08.60,2.4,
2020-04-26,9,610,2,11,友好日子,C054,賀銘年,姚本輝,122,1078,13,1/2,,,,14,14,2,1:08.69,14,
2020-04-26,9,610,3,7,大金庫,C146,潘頓,高伯新,126,1092,3,1-3/4,,,,7,7,3,1:08.91,3.5,
2020-04-26,9,610,4,6,明駿之星,C229,田泰安,蔡約翰,127,1161,4,2-1/4,,,,6,5,4,1:08.95,7.4,
2020-04-26,9,610,5,10,百勝龍,V356,何澤堯,呂健威,123,1182,12,2-1/2,,,,12,10,5,1:09.01,18,
2020-04-26,9,610,6,3,加州議長,A114,郭能,告東尼,129,1142,8,2-3/4,,,,9,8,6,1:09.03,36,
2020-04-26,9,610,7,12,場場精綵,D126,蔡明紹,告東尼,121,1069,14,3-1/4,,,,13,9,7,1:09.11,15,
2020-04-26,9,610,8,1,鄉村瑰寶,B396,史卓豐,蔡約翰,133,1123,5,3-1/2,,,,3,6,8,1:09.17,18,
2020-04-26,9,610,9,13,飛霸龍,B033,波健士,苗禮德,119,1118,11,4,,,,11,12,9,1:09.23,26,
2020-04-26,9,610,10,5,樂滿家,A293,陳嘉熙,鄭俊偉,120,1114,7,4-1/4,,,,4,1,10,1:09.28,194,
2020-04-26,9,610,11,14,極速駿馬,B211,巫顯東,羅富全,115,1173,6,11-1/2,,,,2,4,11,1:10.43,162,
2020-04-26,9,610,12,9,薈力之城,B280,梁家俊,羅富全,124,1190,9,12-1/2,,,,10,13,12,1:10.61,62,
2020-04-26,9,610,13,8,實力飛駒,V138,楊明綸,蘇保羅,124,1093,10,16-3/4,,,,8,11,13,1:11.28,339,
2020-04-26,9,610,14,2,怡昌寶寶,C273,潘明輝,丁冠豪,130,1178,2,26-1/4,,,,1,2,14,1:12.80,25,
2020-04-26,10,611,1,12,將悅,D022,陳嘉熙,韋達,108,1258,10,-,,,8,8,8,1,1:34.26,6.5,
2020-04-26,10,611,2,2,志趣相投,A367,田泰安,蔡約翰,130,1113,9,短馬頭位,,,2,2,2,2,1:34.26,23,
2020-04-26,10,611,3,8,志在四方,C140,蘇狄雄,韋達,115,1104,11,1-1/2,,,10,11,11,3,1:34.49,121,
2020-04-26,10,611,4,6,健快聯盟,C135,梁家俊,蘇保羅,119,1178,2,3,,,6,5,5,4,1:34.72,9.3,
2020-04-26,10,611,5,7,將耀,C429,巫顯東,告東尼,115,1084,4,3-1/4,,,7,6,7,5,1:34.79,12,
2020-04-26,10,611,6,3,勇猛神駒,C462,莫雷拉,沈集成,125,1124,5,3-1/2,,,4,4,4,6,1:34.82,4.5,
2020-04-26,10,611,7,4,志同道合,B287,史卓豐,蔡約翰,122,1128,6,3-1/2,,,3,3,3,7,1:34.83,7.5,
2020-04-26,10,611,8,1,友誼至好,C050,何澤堯,姚本輝,133,1008,13,3-3/4,,,12,10,9,8,1:34.86,6.1,
2020-04-26,10,611,9,10,綠色有運,B413,潘明輝,方嘉柏,114,1097,7,4,,,13,14,12,9,1:34.89,43,
2020-04-26,10,611,10,9,蟲草之星,B070,波健士,呂健威,116,1187,12,5,,,1,1,1,10,1:35.05,8.7,
2020-04-26,10,611,11,11,威進駒,A326,楊明綸,呂健威,116,1160,8,5-1/4,,,14,13,14,11,1:35.08,55,
2020-04-26,10,611,12,13,不羈的風,B271,蔡明紹,約翰摩亞,113,1045,1,6-1/4,,,5,7,6,12,1:35.26,8.3,
2020-04-26,10,611,13,14,英明神駒,V046,黎海榮,苗禮德,113,1081,3,6-1/2,,,9,9,10,13,1:35.28,195,
2020-04-26,10,611,14,5,勁無比,B034,賀銘年,羅富全,122,1118,14,16-1/2,,,11,12,13,14,1:36.88,40,
2020-04-29,1,612,1,4,精彩千里,C331,梁家俊,約翰摩亞,130,1133,2,-,2,2,3,3,3,1,2:16.06,5.5,
2020-04-29,1,612,2,9,牛精輝煌,A118,田泰安,鄭俊偉,119,1120,1,頭位,4,5,5,5,4,2,2:16.09,13,
2020-04-29,1,612,3,5,赤火神龍,A350,薛恩,賀賢,127,1141,9,1-1/4,1,1,1,1,1,3,2:16.28,11,
2020-04-29,1,612,4,7,開心日子,A333,潘頓,沈集成,123,1113,3,1-1/2,9,7,7,7,6,4,2:16.30,2.6,
2020-04-29,1,612,5,6,榮惑,C370,莫雷拉,告東尼,126,1008,5,2,6,6,6,6,7,5,2:16.40,7.1,
2020-04-29,1,612,6,12,劍聶風,A201,陳嘉熙,鄭俊偉,110,1061,10,2-3/4,5,4,2,2,2,6,2:16.50,63,
2020-04-29,1,612,7,10,其樂無窮,S147,楊明綸,鄭俊偉,118,1096,4,3,11,9,9,10,9,7,2:16.53,19,
2020-04-29,1,612,8,2,皇龍司令,C208,郭能,霍利時,131,1091,12,4-1/2,8,10,10,9,10,8,2:16.77,39,
2020-04-29,1,612,9,1,事勝意,T391,黃俊,苗禮德,128,1086,7,5,3,3,4,4,5,9,2:16.87,6.3,
2020-04-29,1,612,10,3,榮冠大道,V378,賀銘年,葉楚航,130,1164,6,6-1/2,7,8,8,8,8,10,2:17.11,12,
2020-04-29,1,612,11,8,千金一諾,V149,蔡明紹,容天鵬,121,1164,8,8,10,11,11,11,11,11,2:17.32,51,
2020-04-29,1,612,12,11,超凡動力,C434,蘇狄雄,葉楚航,116,1106,11,8,12,12,12,12,12,12,2:17.32,265,
2020-04-29,2,613,1,2,活力得勝,C091,莫雷拉,蘇保羅,133,1097,2,-,,7,8,8,7,1,1:49.33,2.6,
2020-04-29,2,613,2,4,埼豐,A083,黃俊,徐雨石,125,1031,1,2,,2,2,2,2,2,1:49.63,7.5,
2020-04-29,2,613,3,12,明德之星,B395,潘頓,羅富全,120,1068,6,3,,5,6,6,5,3,1:49.78,4.8,
2020-04-29,2,613,4,3,如沐春風,B150,薛恩,鄭俊偉,131,1071,3,4-1/4,,10,9,9,9,4,1:50.01,8,
2020-04-29,2,613,5,11,黃金元帥,A346,何澤堯,丁冠豪,122,1185,8,4-3/4,,4,4,4,4,5,1:50.07,27,
2020-04-29,2,613,6,8,友瑩利,C310,史卓豐,約翰摩亞,127,1201,9,5-1/4,,8,7,7,8,6,1:50.15,13,
2020-04-29,2,613,7,7,靈鋒,A245,田泰安,苗禮德,129,1025,5,5-1/2,,12,11,12,12,7,1:50.20,10,
2020-04-29,2,613,8,10,好友祥勝,C220,楊明綸,文家良,123,1055,7,5-1/2,,3,3,3,3,8,1:50.22,29,
2020-04-29,2,613,9,1,高耀俊星,C516,黎海榮,高伯新,133,1146,11,5-1/2,,9,10,10,10,9,1:50.22,331,
2020-04-29,2,613,10,5,金童,V232,蔡明紹,呂健威,130,1079,12,6,,11,12,11,11,10,1:50.29,43,
2020-04-29,2,613,11,6,放馬過來,V407,賀銘年,葉楚航,129,1141,10,8-1/4,,1,1,1,1,11,1:50.66,10,
2020-04-29,2,613,12,9,醫生雄星,C335,潘明輝,賀賢,123,1026,4,10-1/2,,6,5,5,6,12,1:50.99,149,
2020-04-29,3,614,1,2,活力勇士,A313,潘頓,約翰摩亞,131,1075,1,-,,,4,3,6,1,1:40.17,3.4,
2020-04-29,3,614,2,5,全心全意,C254,田泰安,姚本輝,126,1090,4,3/4,,,1,1,1,2,1:40.29,5.1,
2020-04-29,3,614,3,3,一見傾心,B401,郭能,蘇保羅,130,1198,3,2,,,6,6,7,3,1:40.50,18,
2020-04-29,3,614,4,12,天地同心,B030,黃俊,徐雨石,109,1092,5,3-1/4,,,2,5,8,4,1:40.68,15,
2020-04-29,3,614,5,10,鑽石達人,V341,何澤堯,告東尼,117,1139,10,4,,,3,2,4,5,1:40.80,17,
2020-04-29,3,614,6,1,共創歡樂,C210,賀銘年,何良,133,1034,8,4-1/4,,,7,4,5,6,1:40.83,7.5,
2020-04-29,3,614,7,11,喜悅明駒,A044,梁家俊,丁冠豪,116,1021,2,4-1/2,,,8,7,2,7,1:40.89,12,
2020-04-29,3,614,8,8,智理共想,D060,黎海榮,高伯新,120,1052,11,4-3/4,,,10,9,11,8,1:40.95,287,
2020-04-29,3,614,9,6,大眾勁駒,B074,莫雷拉,文家良,122,1161,6,5,,,5,8,3,9,1:40.98,4.1,
2020-04-29,3,614,10,9,力王,A065,楊明綸,霍利時,118,1052,7,5-1/2,,,9,10,10,10,1:41.06,28,
2020-04-29,3,614,11,7,有錢分,B079,史卓豐,苗禮德,121,1134,12,6,,,12,12,9,11,1:41.14,37,
2020-04-29,3,614,12,4,歡喜心,A224,波健士,容天鵬,130,1160,9,6-3/4,,,11,11,12,12,1:41.24,35,
2020-04-29,4,615,1,7,富祿,C352,莫雷拉,韋達,124,1101,12,-,,,,12,12,1,1:09.98,3,
2020-04-29,4,615,2,5,管得掂,D248,何澤堯,呂健威,125,1100,2,3/4,,,,1,1,2,1:10.10,40,
2020-04-29,4,615,3,1,正本雄心,V303,賀銘年,霍利時,133,1147,11,2-1/4,,,,10,8,3,1:10.33,35,
2020-04-29,4,615,4,4,冰雪聰明,D103,蘇狄雄,葉楚航,123,1024,1,3,,,,7,6,4,1:10.48,44,
2020-04-29,4,615,5,11,幸運飛彈,C501,潘明輝,賀賢,117,1114,5,4,,,,9,10,5,1:10.63,14,
2020-04-29,4,615,6,8,多多寶驥,D243,波健士,苗禮德,123,1160,9,4-1/2,,,,2,2,6,1:10.69,22,
2020-04-29,4,615,7,6,特駒聯盟,C472,田泰安,蔡約翰,125,1036,7,4-3/4,,,,8,9,7,1:10.73,5.8,
2020-04-29,4,615,8,9,勁得手,C030,梁家俊,容天鵬,121,1298,4,5,,,,4,5,8,1:10.77,11,
2020-04-29,4,615,9,12,表表馬,C233,楊明綸,丁冠豪,114,1129,3,9-1/2,,,,5,4,9,1:11.51,8.8,
2020-04-29,4,615,10,10,兩全其美,D205,蔡明紹,方嘉柏,119,1175,8,9-3/4,,,,11,11,10,1:11.56,109,
2020-04-29,4,615,11,2,會長之星,C205,薛恩,約翰摩亞,131,1142,6,11-1/2,,,,3,3,11,1:11.83,7.3,
2020-04-29,4,615,12,3,上校,D090,潘頓,姚本輝,126,1123,10,26-1/4,,,,6,7,12,1:14.18,5.6,
2020-04-29,5,616,1,5,青心星,D099,潘頓,丁冠豪,127,1182,10,-,,,,1,1,1,1:09.53,4.9,
2020-04-29,5,616,2,11,菁年財駿,C435,薛恩,沈集成,121,956,2,2,,,,4,5,2,1:09.87,9,
2020-04-29,5,616,3,8,旅遊拿督,V235,賀銘年,高伯新,124,1093,6,2-3/4,,,,8,7,3,1:09.96,12,
2020-04-29,5,616,4,9,勝利紅星,D031,莫雷拉,蔡約翰,124,1182,8,3,,,,9,9,4,1:10.02,5.7,
2020-04-29,5,616,5,3,美妙星,A202,田泰安,容天鵬,130,1104,11,3-3/4,,,,12,12,5,1:10.14,26,
2020-04-29,5,616,6,1,鑽飾明駝,B183,波健士,蘇偉賢,133,1078,1,4-1/2,,,,6,8,6,1:10.24,38,
2020-04-29,5,616,7,2,愛馬劍,B013,何澤堯,告東尼,131,1021,9,5,,,,11,11,7,1:10.32,12,
2020-04-29,5,616,8,10,大運舞台,T256,潘明輝,鄭俊偉,121,1100,4,5,,,,10,10,8,1:10.33,18,
2020-04-29,5,616,9,6,喜駿之星,D033,史卓豐,文家良,125,1125,7,5,,,,3,2,9,1:10.34,10,
2020-04-29,5,616,10,4,常勝心,D044,黃俊,羅富全,123,1211,5,5-3/4,,,,2,4,10,1:10.44,10,
2020-04-29,5,616,11,7,木火同明,C460,蔡明紹,何良,125,1052,3,6-1/2,,,,5,3,11,1:10.58,4.2,
2020-04-29,5,616,12,12,從頭越,B073,巫顯東,徐雨石,112,1145,12,14-1/4,,,,7,6,12,1:11.81,59,
2020-04-29,6,617,1,9,幸福老撾,D321,梁家俊,告東尼,119,1194,5,-,,,9,8,9,1,1:40.10,60,
2020-04-29,6,617,2,7,綠色勇駿,D140,何澤堯,方嘉柏,123,1124,9,1-1/4,,,2,2,2,2,1:40.28,4.4,
2020-04-29,6,617,3,6,一舖成名,B162,莫雷拉,羅富全,123,1169,2,1-1/4,,,5,5,5,3,1:40.31,2.9,
2020-04-29,6,617,4,2,盈嘉輝,C080,潘頓,徐雨石,128,1049,6,1-1/4,,,3,3,3,4,1:40.31,8.2,
2020-04-29,6,617,5,5,傳奇,V357,潘明輝,呂健威,122,1149,12,1-1/2,,,1,1,1,5,1:40.33,25,
2020-04-29,6,617,6,8,馭風行,C433,郭能,蘇保羅,120,1156,1,1-1/2,,,4,4,4,6,1:40.34,11,
2020-04-29,6,617,7,10,動力飛鷹,B072,賀銘年,沈集成,119,1215,4,1-1/2,,,7,6,7,7,1:40.35,15,
2020-04-29,6,617,8,3,錶之皇者,B398,史卓豐,文家良,125,1230,10,2,,,11,11,6,8,1:40.40,7.8,
2020-04-29,6,617,9,4,鑲白旗,B336,田泰安,霍利時,125,1005,3,3,,,6,7,8,9,1:40.58,6.9,
2020-04-29,6,617,10,11,運時來,D170,蔡明紹,韋達,119,1019,7,3-1/4,,,10,10,10,10,1:40.62,128,
2020-04-29,6,617,11,12,晉神,C476,蘇狄雄,葉楚航,112,1036,11,5-1/2,,,12,12,11,11,1:40.98,78,
2020-04-29,6,617,12,1,慈愛恩典,C296,波健士,苗禮德,132,1176,8,7-1/4,,,8,9,12,12,1:41.25,42,
2020-04-29,7,618,1,1,英之星,C058,何澤堯,姚本輝,133,1138,1,-,,,,6,6,1,1:09.40,3,
2020-04-29,7,618,2,12,雪戰神駒,B371,蔡明紹,高伯新,113,1091,11,1-1/4,,,,12,12,2,1:09.60,43,
2020-04-29,7,618,3,9,閃耀榮光,B372,潘頓,容天鵬,120,1195,2,1-1/4,,,,3,3,3,1:09.60,2.7,
2020-04-29,7,618,4,10,發財寶,B220,蘇狄雄,韋達,114,1041,3,1-3/4,,,,5,5,4,1:09.70,21,
2020-04-29,7,618,5,5,勝利風範,C186,賀銘年,呂健威,132,1137,12,2,,,,4,2,5,1:09.71,24,
2020-04-29,7,618,6,11,旋里多彩,B469,巫顯東,徐雨石,111,1071,4,2,,,,1,1,6,1:09.73,10,
2020-04-29,7,618,7,4,美麗友盈,C124,梁家俊,約翰摩亞,132,1063,10,3-1/4,,,,2,4,7,1:09.91,16,
2020-04-29,7,618,8,2,簹多福,D352,田泰安,苗禮德,133,1091,9,3-1/2,,,,11,10,8,1:09.94,27,
2020-04-29,7,618,9,8,金糠,D134,黎海榮,霍利時,121,1003,7,3-1/2,,,,9,8,9,1:09.96,140,
2020-04-29,7,618,10,3,競駿天驕,B097,黃俊,沈集成,128,1039,6,3-3/4,,,,10,11,10,1:09.99,17,
2020-04-29,7,618,11,7,疾風勁草,D197,莫雷拉,蔡約翰,124,1100,8,3-3/4,,,,7,7,11,1:10.01,9,
2020-04-29,7,618,12,6,天地人,B403,楊明綸,何良,124,1127,5,6-3/4,,,,8,9,12,1:10.47,36,
2020-04-29,8,619,1,9,明月光,T369,郭能,蘇保羅,120,1042,1,-,,,5,5,3,1,1:39.65,7.9,
2020-04-29,8,619,2,1,狂舞派,B404,潘頓,容天鵬,128,1055,5,1/2,,,9,9,6,2,1:39.73,2.7,
2020-04-29,8,619,3,5,鴻圖巨星,C163,莫雷拉,羅富全,122,1068,11,3/4,,,2,3,2,3,1:39.79,11,
2020-04-29,8,619,4,8,勇敢皇者,D132,史卓豐,韋達,121,1121,6,1-3/4,,,10,10,7,4,1:39.91,53,
2020-04-29,8,619,5,2,曈曨光彩,D188,梁家俊,告東尼,127,1040,3,1-3/4,,,8,8,4,5,1:39.94,26,
2020-04-29,8,619,6,4,童話,B238,潘明輝,徐雨石,120,1102,7,2-1/4,,,1,1,1,6,1:40.00,14,
2020-04-29,8,619,7,3,超趣,C285,田泰安,霍利時,124,1078,10,3,,,11,11,11,7,1:40.14,11,
2020-04-29,8,619,8,11,馬主星輝,B427,巫顯東,沈集成,115,1077,2,3-1/2,,,4,4,5,8,1:40.19,4.4,
2020-04-29,8,619,9,7,紅麗舍,A005,賀銘年,文家良,122,1152,4,4,,,6,7,9,9,1:40.29,7.9,
2020-04-29,8,619,10,10,神舟寶駒,C269,何澤堯,蘇偉賢,120,1208,8,14,,,7,6,8,10,1:41.90,21,
2020-04-29,8,619,11,12,蒙古傳奇,B317,黎海榮,徐雨石,114,1128,12,16,,,12,12,12,11,1:42.22,50,
2020-04-29,8,619,12,6,包裝喜悅,D057,蘇狄雄,高伯新,120,1064,9,68-1/4,,,3,2,10,12,1:50.56,300,
2020-04-29,9,620,1,12,好友益,T265,巫顯東,徐雨石,110,1053,1,-,,,,7,6,1,1:09.41,16,
2020-04-29,9,620,2,7,美麗躍動,C318,黃俊,羅富全,121,1129,4,2-1/4,,,,6,7,2,1:09.76,5.9,
2020-04-29,9,620,3,4,小鳥敖翔,B069,賀銘年,姚本輝,128,1190,9,2-3/4,,,,2,2,3,1:09.85,18,
2020-04-29,9,620,4,1,加州得迅,D276,莫雷拉,告東尼,133,1185,11,2-3/4,,,,5,3,4,1:09.86,2.6,
2020-04-29,9,620,5,3,同進,V315,郭能,方嘉柏,129,1156,3,4-1/4,,,,9,9,5,1:10.07,20,
2020-04-29,9,620,6,10,贏多多,C004,史卓豐,丁冠豪,117,1067,5,4-1/4,,,,4,4,6,1:10.10,9.2,
2020-04-29,9,620,7,6,越感,T273,薛恩,霍利時,127,1200,10,4-1/4,,,,11,11,7,1:10.10,90,
2020-04-29,9,620,8,5,壽臣,C326,潘頓,約翰摩亞,128,1141,6,4-1/2,,,,3,5,8,1:10.12,5.2,
2020-04-29,9,620,9,9,超能量,B294,何澤堯,韋達,119,1127,12,4-1/2,,,,12,12,9,1:10.13,8.6,
2020-04-29,9,620,10,11,富萬家,V286,潘明輝,何良,112,1073,8,5,,,,1,1,10,1:10.20,41,
2020-04-29,9,620,11,2,令才,D350,田泰安,苗禮德,133,1086,2,9-1/2,,,,10,10,11,1:10.94,24,
2020-04-29,9,620,12,8,世紀舞王,C512,楊明綸,容天鵬,126,1045,7,15-3/4,,,,8,8,12,1:11.93,112,
2020-05-03,1,621,1,4,萬眾力得,D328,潘頓,約翰摩亞,120,1117,2,-,,,,4,4,1,0:56.66,4.9,
2020-05-03,1,621,2,3,勝出魅力,D192,莫雷拉,韋達,129,1182,4,1/2,,,,2,1,2,0:56.75,1.7,
2020-05-03,1,621,3,1,禪勝寶駒,D270,賀銘年,呂健威,129,1115,1,1-1/2,,,,3,3,3,0:56.90,4.7,
2020-05-03,1,621,4,5,勁力十足,D362,史卓豐,韋達,120,1230,3,2,,,,1,2,4,0:56.96,4.7,
2020-05-03,1,621,WV,2,海王駒,D063,田泰安,蘇偉賢,129,---,---,---,,,,,,,---,---,
2020-05-03,2,622,1,1,八進,B263,潘頓,賀賢,132,1068,3,-,,,,5,3,1,1:09.69,5.1,
2020-05-03,2,622,2,11,洪荒駿駒,A031,蔡明紹,徐雨石,121,1128,2,1-3/4,,,,7,7,2,1:09.98,9.4,
2020-05-03,2,622,3,12,玩斗財星,C243,黃俊,苗禮德,108,1124,8,2,,,,3,5,3,1:10.02,35,
2020-05-03,2,622,4,9,勁快步,A053,潘明輝,高伯新,123,1151,9,3-3/4,,,,9,8,4,1:10.30,28,
2020-05-03,2,622,5,5,娛樂大少,B060,莫雷拉,何良,130,1179,11,3-3/4,,,,10,9,5,1:10.31,4.7,
2020-05-03,2,622,6,3,君悅灣,P421,陳嘉熙,鄭俊偉,124,1237,5,4,,,,1,2,6,1:10.32,6,
2020-05-03,2,622,7,8,勁好玩,A408,賀銘年,葉楚航,126,1124,4,4-3/4,,,,2,1,7,1:10.47,12,
2020-05-03,2,622,8,10,快暢的,C316,波健士,蘇保羅,122,1155,12,5-1/4,,,,11,10,8,1:10.53,54,
2020-05-03,2,622,9,6,友盈有款,B182,田泰安,蘇偉賢,128,1055,10,6-1/4,,,,12,12,9,1:10.69,8.9,
2020-05-03,2,622,10,4,銀亮福將,B418,郭能,霍利時,130,1138,1,8-1/4,,,,8,6,10,1:11.02,53,
2020-05-03,2,622,11,7,喜氣綿綿,C236,楊明綸,丁冠豪,126,1061,6,10,,,,4,4,11,1:11.28,5.6,
2020-05-03,2,622,12,2,電子傳承,C322,何澤堯,方嘉柏,132,1103,7,18-1/2,,,,6,11,12,1:12.63,16,
2020-05-03,3,623,1,4,任我行,C297,蔡明紹,約翰摩亞,114,1008,4,-,1,1,1,3,1,1,2:27.05,6.2,
2020-05-03,3,623,2,5,玖寶,D056,莫雷拉,約翰摩亞,115,1083,1,2-1/4,5,4,4,4,4,2,2:27.41,3.1,
2020-05-03,3,623,3,3,喜蓮彩星,A129,賀銘年,約翰摩亞,119,1087,5,4-1/4,4,5,5,5,5,3,2:27.72,8.4,
2020-05-03,3,623,4,2,喜蓮騏星,C165,田泰安,告東尼,119,1045,2,5-1/2,3,3,3,2,2,4,2:27.93,2.2,
2020-05-03,3,623,5,1,鷹雄,A093,潘頓,約翰摩亞,133,1089,3,16-1/4,2,2,2,1,3,5,2:29.64,5.6,
2020-05-03,4,624,1,6,富高八斗,B473,莫雷拉,姚本輝,125,1117,13,-,,,,7,6,1,0:55.79,3.3,
2020-05-03,4,624,2,8,超威星,D297,潘頓,羅富全,125,1091,10,1/2,,,,4,5,2,0:55.87,4,
2020-05-03,4,624,3,9,揚名聲,C395,史卓豐,苗禮德,123,1191,9,1,,,,1,1,3,0:55.95,9.7,
2020-05-03,4,624,4,5,都柏名駒,C436,賀銘年,文家良,126,1212,8,3,,,,5,3,4,0:56.26,6.7,
2020-05-03,4,624,5,10,遨遊千里,C363,波健士,容天鵬,122,1110,12,4,,,,2,2,5,0:56.41,12,
2020-05-03,4,624,6,3,駿皇星,D144,薛恩,約翰摩亞,130,1098,11,4-1/4,,,,8,8,6,0:56.46,35,
2020-05-03,4,624,7,7,高能量,D016,蘇狄雄,韋達,123,1110,7,4-1/2,,,,11,11,7,0:56.49,106,
2020-05-03,4,624,8,13,戰熊三千,C457,田泰安,霍利時,118,1169,6,4-1/2,,,,6,7,8,0:56.50,9.5,
2020-05-03,4,624,9,4,中華之光,A168,潘明輝,葉楚航,127,1112,5,5-1/2,,,,12,12,9,0:56.67,12,
2020-05-03,4,624,10,11,旗袍老細,D207,何澤堯,賀賢,121,1072,2,6-3/4,,,,14,13,10,0:56.87,16,
2020-05-03,4,624,11,14,八駿雄風,C449,巫顯東,徐雨石,115,1155,3,7-1/2,,,,3,4,11,0:56.99,93,
2020-05-03,4,624,12,1,銀亮之星,B027,黃俊,何良,128,1071,14,7-1/2,,,,10,10,12,0:56.99,30,
2020-05-03,4,624,13,2,合夥精神,D175,郭能,高伯新,131,1186,4,10-1/2,,,,9,9,13,0:57.46,309,
2020-05-03,4,624,DNF,12,合夥贛勁,D051,梁家俊,蘇偉賢,120,1200,1,---,,,,,,,---,180,
2020-05-03,5,625,1,2,合衷共濟,B250,潘明輝,賀賢,124,1097,6,-,,,,2,2,1,1:08.70,3.7,
2020-05-03,5,625,2,13,開心人生,C065,波健士,呂健威,117,1237,9,1/2,,,,11,10,2,1:08.79,3.8,
2020-05-03,5,625,3,8,風雨駒,C376,田泰安,告東尼,122,1140,14,1-1/2,,,,13,12,3,1:08.93,7.5,
2020-05-03,5,625,4,6,大武士,B216,郭能,沈集成,123,1141,2,1-1/2,,,,3,4,4,1:08.95,30,
2020-05-03,5,625,5,1,巡航導彈,B337,陳嘉熙,容天鵬,126,1174,7,3-3/4,,,,1,1,5,1:09.29,15,
2020-05-03,5,625,6,3,忠心美麗,B383,潘頓,告東尼,125,1097,5,4,,,,6,5,6,1:09.33,5.8,
2020-05-03,5,625,7,4,專一,D191,巫顯東,徐雨石,122,1032,8,4,,,,12,13,7,1:09.35,32,
2020-05-03,5,625,8,14,快樂歡騰,B272,蔡明紹,蘇偉賢,114,1151,12,5-1/4,,,,10,11,8,1:09.52,17,
2020-05-03,5,625,9,7,陽剛武士,C328,梁家俊,約翰摩亞,123,1135,3,6,,,,4,6,9,1:09.64,135,
2020-05-03,5,625,10,10,星光爸爸,D322,史卓豐,韋達,120,1005,1,6-3/4,,,,7,9,10,1:09.79,38,
2020-05-03,5,625,11,11,活力爵士,D266,莫雷拉,蔡約翰,118,1052,11,7-1/4,,,,8,7,11,1:09.85,12,
2020-05-03,5,625,12,12,有毅君子,D230,黃俊,鄭俊偉,112,1251,10,8-1/2,,,,5,3,12,1:10.05,193,
2020-05-03,5,625,13,5,超誠寶寶,D318,黎海榮,姚本輝,125,1160,13,8-1/2,,,,14,14,13,1:10.05,74,
2020-05-03,5,625,14,9,添勝仗,D277,賀銘年,葉楚航,121,1186,4,10,,,,9,8,14,1:10.30,17,
2020-05-03,6,626,1,11,一路順風,C453,黃俊,苗禮德,111,1120,5,-,,,,3,2,1,1:08.85,8.3,
2020-05-03,6,626,2,6,雙天至尊,C293,何澤堯,呂健威,123,1194,1,1-1/4,,,,5,3,2,1:09.04,35,
2020-05-03,6,626,3,4,喜勁驥,C006,莫雷拉,蔡約翰,127,1144,10,1-3/4,,,,8,8,3,1:09.13,2.9,
2020-05-03,6,626,4,7,鱷臨天下,B141,梁家俊,容天鵬,123,1247,12,2-1/4,,,,1,1,4,1:09.19,6.1,
2020-05-03,6,626,5,8,超然,V255,巫顯東,鄭俊偉,118,1064,7,3-1/4,,,,11,12,5,1:09.36,52,
2020-05-03,6,626,6,10,威風駿馬,B437,波健士,蘇保羅,118,1099,8,3-1/2,,,,4,5,6,1:09.43,9.9,
2020-05-03,6,626,7,2,金地飛客,V161,田泰安,文家良,132,1210,6,4-3/4,,,,7,10,7,1:09.60,8.4,
2020-05-03,6,626,8,9,正時機,C161,蘇狄雄,葉楚航,117,1288,4,5-3/4,,,,10,11,8,1:09.77,39,
2020-05-03,6,626,9,12,上捕先鋒,C300,楊明綸,霍利時,116,1165,2,6,,,,9,7,9,1:09.81,32,
2020-05-03,6,626,10,3,歡樂一生,T134,潘頓,高伯新,129,1146,9,6-1/2,,,,12,9,10,1:09.88,15,
2020-05-03,6,626,11,5,美滿將來,D115,史卓豐,徐雨石,123,1105,11,8-1/4,,,,2,4,11,1:10.17,14,
2020-05-03,6,626,12,1,理想回報,A305,賀銘年,沈集成,133,1072,3,9-3/4,,,,6,6,12,1:10.41,7.3,
2020-05-03,7,627,1,7,博愛友威,C152,潘頓,葉楚航,124,1078,7,-,,,5,4,3,1,1:34.09,6,
