RaceDate,RaceNo,RaceName,RaceDay,RaceVenue,RaceStartTime,RaceTrack,RaceCourse,RaceDistance,RaceGoing,RacePrizeMoney,RaceRatingRange,RaceClass,RaceCardUrComm
2019-12-01,3,加拿分讓賽,星期日,沙田,13:15,草地,C+3 賽道,1200米,好地,"$967,000",60-40,第四班,
2019-12-01,4,漢口讓賽,星期日,沙田,13:45,全天候跑道,,1200米,好地,"$725,000",40-0,第五班,
2019-12-01,5,香港中華總商會盃（讓賽）,星期日,沙田,14:15,全天候跑道,,1800米,好地,"$967,000",60-40,第四班,
2019-12-01,6,中間讓賽,星期日,沙田,14:50,全天候跑道,,1200米,好地,"$967,000",60-40,第四班,
2019-12-01,7,半島金禧挑戰盃（讓賽）,星期日,沙田,15:20,草地,C+3 賽道,1000米,好地,"$1,450,000",80-60,第三班,
2019-12-01,8,麼地讓賽,星期日,沙田,15:50,全天候跑道,,1200米,好地,"$2,100,000",100-80,第二班,
2019-12-01,9,彌敦讓賽,星期日,沙田,16:25,全天候跑道,,1650米,好地,"$1,450,000",80-60,第三班,
2019-12-01,10,梳士巴利讓賽,星期日,沙田,17:00,草地,C+3 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2019-12-04,1,日本讓賽,星期三,跑馬地,18:30,草地,B 賽道,1200米,好地,"$725,000",40-0,第五班,
2019-12-04,2,英國讓賽,星期三,跑馬地,19:00,草地,B 賽道,1650米,好地,"$725,000",40-0,第五班,
2019-12-04,3,法國讓賽,星期三,跑馬地,19:30,草地,B 賽道,1200米,好地,"$967,000",60-40,第四班,
2019-12-04,4,浪琴表國際騎師錦標賽（讓賽）－第一關,星期三,跑馬地,20:10,草地,B 賽道,1000米,好地,"$1,160,400",60-40,第四班,
2019-12-04,5,浪琴表國際騎師錦標賽（讓賽）－第二關,星期三,跑馬地,20:40,草地,B 賽道,1650米,好地,"$1,160,400",60-40,第四班,
2019-12-04,6,意大利讓賽,星期三,跑馬地,21:10,草地,B 賽道,1650米,好地,"$967,000",60-40,第四班,
2019-12-04,7,浪琴表國際騎師錦標賽（讓賽）－第三關,星期三,跑馬地,21:40,草地,B 賽道,1650米,好地,"$1,740,000",80-60,第三班,
2019-12-04,8,浪琴表國際騎師錦標賽（讓賽）－第四關,星期三,跑馬地,22:10,草地,B 賽道,1800米,好地,"$2,520,000",100-80,第二班,
2019-12-04,9,澳洲讓賽,星期三,跑馬地,22:50,草地,B 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2019-12-08,1,雞尾酒讓賽,星期日,沙田,12:00,草地,A 賽道,1400米,好地,"$967,000",60-40,第四班,
2019-12-08,2,奇異光芒讓賽,星期日,沙田,12:30,草地,A 賽道,1800米,好地,"$1,450,000",80-55,第三班,
2019-12-08,3,步步友讓賽,星期日,沙田,13:10,草地,A 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2019-12-08,4,浪琴表香港瓶,星期日,沙田,13:45,草地,A 賽道,2400米,好地,"$20,000,000",,國際一級賽,
2019-12-08,5,浪琴表香港短途錦標,星期日,沙田,14:25,草地,A 賽道,1200米,好地,"$20,000,000",,國際一級賽,
2019-12-08,6,高地之舞讓賽,星期日,沙田,15:00,草地,A 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2019-12-08,7,浪琴表香港一哩錦標,星期日,沙田,15:35,草地,A 賽道,1600米,好地,"$25,000,000",,國際一級賽,
2019-12-08,8,浪琴表香港盃,星期日,沙田,16:15,草地,A 賽道,2000米,好地,"$28,000,000",,國際一級賽,
2019-12-08,9,龍王讓賽,星期日,沙田,16:50,草地,A 賽道,1200米,好地,"$2,100,000",105-80,第二班,
2019-12-08,10,榮進寶蹄讓賽,星期日,沙田,17:25,草地,A 賽道,1600米,好地,"$2,100,000",100-80,第二班,
2019-12-11,1,軍艦鳥讓賽,星期三,跑馬地,18:45,草地,C 賽道,1000米,好地,"$725,000",40-0,第五班,
2019-12-11,2,信天翁讓賽,星期三,跑馬地,19:15,草地,C 賽道,1200米,好地,"$967,000",60-40,第四班,
2019-12-11,3,香港高爾夫,星期三,跑馬地,19:45,草地,C 賽道,1200米,好地,"$967,000",60-40,第四班,
2019-12-11,4,相思鳥讓賽,星期三,跑馬地,20:15,草地,C 賽道,1800米,好地,"$967,000",60-40,第四班,
2019-12-11,5,瑞典盃（讓賽）,星期三,跑馬地,20:45,草地,C 賽道,1200米,好地,"$967,000",60-40,第四班,
2019-12-11,6,夜鷹讓賽,星期三,跑馬地,21:15,草地,C 賽道,1650米,好地,"$1,450,000",80-60,第三班,
2019-12-11,7,知更鳥讓賽,星期三,跑馬地,21:45,草地,C 賽道,1650米,好地,"$967,000",60-40,第四班,
2019-12-11,8,沙燕讓賽,星期三,跑馬地,22:15,草地,C 賽道,1000米,好地,"$1,450,000",80-60,第三班,
2019-12-11,9,海鵰讓賽,星期三,跑馬地,22:50,草地,C 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2019-12-15,1,六福珠寶星籟系列讓賽,星期日,沙田,12:15,草地,C+3 賽道,1000米,好地,"$967,000",60-40,第四班,
2019-12-15,2,六福珠寶婚嫁系列讓賽,星期日,沙田,12:45,草地,C+3 賽道,1400米,好地,"$725,000",40-0,第五班,
2019-12-15,3,六福珠寶愛很美系列讓賽,星期日,沙田,13:15,全天候跑道,,1200米,好地,"$967,000",60-40,第四班,
2019-12-15,4,六福珠寶古醇金系列讓賽,星期日,沙田,13:45,草地,C+3 賽道,1800米,好地,"$725,000",40-0,第五班,
2019-12-15,5,六福珠寶GOLDSTYLE讓賽,星期日,沙田,14:15,草地,C+3 賽道,1400米,好地,"$967,000",60-40,第四班,
2019-12-15,6,六福珠寶DEAR Q讓賽,星期日,沙田,14:50,草地,C+3 賽道,1600米,好地,"$967,000",60-40,第四班,
2019-12-15,7,六福珠寶愛恆久系列讓賽,星期日,沙田,15:20,全天候跑道,,1200米,好地,"$1,450,000",80-60,第三班,
2019-12-15,8,六福珠寶盃（讓賽）,星期日,沙田,15:50,草地,C+3 賽道,1400米,好地,"$2,100,000",105-80,第二班,
2019-12-15,9,六福珠寶鉑金系列讓賽,星期日,沙田,16:25,草地,C+3 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2019-12-15,10,六福珠寶抱抱家庭系列讓賽,星期日,沙田,17:00,草地,C+3 賽道,1600米,好地,"$1,450,000",80-60,第三班,
2019-12-18,1,海王星讓賽,星期三,跑馬地,18:45,草地,C+3 賽道,1650米,好地至快地,"$725,000",40-0,第五班,
2019-12-18,2,木星讓賽,星期三,跑馬地,19:15,草地,C+3 賽道,1000米,好地至快地,"$967,000",60-40,第四班,
2019-12-18,3,天王星讓賽,星期三,跑馬地,19:45,草地,C+3 賽道,1650米,好地至快地,"$967,000",60-40,第四班,
2019-12-18,4,金星讓賽,星期三,跑馬地,20:15,草地,C+3 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2019-12-18,5,金星讓賽,星期三,跑馬地,20:45,草地,C+3 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2019-12-18,6,土星讓賽,星期三,跑馬地,21:15,草地,C+3 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2019-12-18,7,火星讓賽,星期三,跑馬地,21:45,草地,C+3 賽道,1650米,好地至快地,"$1,450,000",80-60,第三班,
2019-12-18,8,金星讓賽,星期三,跑馬地,22:15,草地,C+3 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2019-12-18,9,水星讓賽,星期三,跑馬地,22:50,草地,C+3 賽道,1200米,好地至快地,"$2,100,000",100-80,第二班,
2019-12-21,1,馬會道讓賽,星期六,沙田,12:15,草地,A+3 賽道,1600米,好地,"$725,000",40-0,第五班,
2019-12-21,2,河上鄉讓賽,星期六,沙田,12:45,草地,A+3 賽道,1200米,好地,"$967,000",60-40,第四班,
2019-12-21,3,梧桐河讓賽,星期六,沙田,13:15,草地,A+3 賽道,1200米,好地,"$725,000",40-0,第五班,
2019-12-21,4,金錢讓賽,星期六,沙田,13:45,草地,A+3 賽道,1400米,好地,"$967,000",60-40,第四班,
2019-12-21,5,河上鄉讓賽,星期六,沙田,14:15,草地,A+3 賽道,1200米,好地,"$967,000",60-40,第四班,
2019-12-21,6,古洞讓賽,星期六,沙田,14:50,草地,A+3 賽道,1800米,好地,"$967,000",60-40,第四班,
2019-12-21,7,皮亞士紀念挑戰盃（讓賽）,星期六,沙田,15:20,草地,A+3 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2019-12-21,8,塱原讓賽,星期六,沙田,15:50,草地,A+3 賽道,1000米,好地,"$1,450,000",80-60,第三班,
2019-12-21,9,雙魚河讓賽,星期六,沙田,16:25,草地,A+3 賽道,2000米,好地,"$2,100,000",105-80,第二班,
2019-12-21,10,燕崗讓賽,星期六,沙田,17:00,草地,A+3 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2019-12-26,1,油柑頭讓賽,星期四,跑馬地,18:45,草地,A 賽道,1200米,好地,"$725,000",40-0,第五班,
2019-12-26,2,深井讓賽,星期四,跑馬地,19:15,草地,A 賽道,2200米,好地,"$1,450,000",80-60,第三班,
2019-12-26,3,青衣讓賽,星期四,跑馬地,19:45,草地,A 賽道,1650米,好地,"$967,000",60-40,第四班,
2019-12-26,4,青衣讓賽,星期四,跑馬地,20:15,草地,A 賽道,1650米,好地,"$967,000",60-40,第四班,
2019-12-26,5,青龍頭讓賽,星期四,跑馬地,20:45,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2019-12-26,6,汀九讓賽,星期四,跑馬地,21:15,草地,A 賽道,1000米,好地,"$967,000",60-40,第四班,
2019-12-26,7,馬灣讓賽,星期四,跑馬地,21:45,草地,A 賽道,1650米,好地,"$1,450,000",80-60,第三班,
2019-12-26,8,柴灣角讓賽,星期四,跑馬地,22:15,草地,A 賽道,1650米,好地,"$2,100,000",100-80,第二班,
2019-12-26,9,汲水門讓賽,星期四,跑馬地,22:50,草地,A 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2019-12-29,1,新馬錦標,星期日,沙田,12:15,草地,B+2 賽道,1400米,好地,"$2,000,000",,條件限制賽,
2019-12-29,2,黃宜洲讓賽,星期日,沙田,12:45,全天候跑道,,1650米,濕慢地,"$725,000",40-0,第五班,
2019-12-29,3,大浪咀讓賽,星期日,沙田,13:15,草地,B+2 賽道,1200米,好地,"$967,000",60-40,第四班,
2019-12-29,4,黃石讓賽,星期日,沙田,13:45,全天候跑道,,1650米,濕慢地,"$967,000",60-40,第四班,
2019-12-29,5,浪茄讓賽,星期日,沙田,14:15,草地,B+2 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2019-12-29,6,大灘讓賽,星期日,沙田,14:50,草地,B+2 賽道,1400米,好地,"$967,000",60-40,第四班,
2019-12-29,7,洋紫荊短途錦標（讓賽）,星期日,沙田,15:20,草地,B+2 賽道,1000米,好地,"$3,250,000",,國際三級賽,
2019-12-29,8,鹿湖讓賽,星期日,沙田,15:50,草地,B+2 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2019-12-29,9,赤徑讓賽,星期日,沙田,16:25,全天候跑道,,1650米,濕慢地,"$2,100,000",105-80,第二班,
2019-12-29,10,北潭涌讓賽,星期日,沙田,17:00,全天候跑道,,1650米,濕慢地,"$1,450,000",80-60,第三班,
2020-01-01,1,棕櫚讓賽,星期三,沙田,12:15,草地,C 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-01,2,紫杉讓賽,星期三,沙田,12:45,草地,C 賽道,1800米,好地,"$725,000",40-0,第五班,
2020-01-01,3,細葉榕讓賽,星期三,沙田,13:15,草地,C 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-01-01,4,楊柳讓賽,星期三,沙田,13:45,草地,C 賽道,1600米,好地,"$967,000",60-40,第四班,
2020-01-01,5,白楊讓賽,星期三,沙田,14:15,草地,C 賽道,1400米,好地,"$967,000",60-40,第四班,
2020-01-01,6,櫻桃讓賽,星期三,沙田,14:50,草地,C 賽道,1000米,好地,"$2,100,000",100-80,第二班,
2020-01-01,7,華商會挑戰盃（讓賽）,星期三,沙田,15:20,草地,C 賽道,1400米,好地,"$3,250,000",,國際三級賽,
2020-01-01,8,細葉榕讓賽,星期三,沙田,15:50,草地,C 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-01-01,9,紅棉讓賽,星期三,沙田,16:25,草地,C 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2020-01-01,10,鳳凰木讓賽,星期三,沙田,17:00,草地,C 賽道,1600米,好地,"$1,450,000",80-60,第三班,
2020-01-05,1,恩平讓賽,星期日,沙田,12:15,草地,C+3 賽道,1000米,好地,"$967,000",60-35,第四班,
2020-01-05,2,雲地利讓賽,星期日,沙田,12:45,全天候跑道,,1200米,好地,"$725,000",40-0,第五班,
2020-01-05,3,新寧讓賽,星期日,沙田,13:15,草地,C+3 賽道,1000米,好地,"$1,450,000",80-60,第三班,
2020-01-05,4,新會讓賽,星期日,沙田,13:45,草地,C+3 賽道,1400米,好地,"$725,000",40-0,第五班,
2020-01-05,5,連道讓賽,星期日,沙田,14:15,全天候跑道,,1200米,好地,"$967,000",60-40,第四班,
2020-01-05,6,禮頓讓賽,星期日,沙田,14:50,草地,C+3 賽道,1800米,好地,"$967,000",60-40,第四班,
2020-01-05,7,開平讓賽,星期日,沙田,15:20,全天候跑道,,1200米,好地,"$1,450,000",85-60,第三班,
2020-01-05,8,保良局盃（讓賽）,星期日,沙田,15:50,草地,C+3 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2020-01-05,9,加路連山讓賽,星期日,沙田,16:25,草地,C+3 賽道,1800米,好地,"$2,100,000",100-80,第二班,
2020-01-05,10,樂活讓賽,星期日,沙田,17:00,草地,C+3 賽道,1400米,好地,"$2,100,000",100-80,第二班,
2020-01-08,1,京士頓讓賽,星期三,跑馬地,18:45,草地,C 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-08,2,京士頓讓賽,星期三,跑馬地,19:15,草地,C 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-08,3,百德新讓賽,星期三,跑馬地,19:50,草地,C 賽道,1650米,好地,"$967,000",60-40,第四班,
2020-01-08,4,京士頓讓賽,星期三,跑馬地,20:20,草地,C 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-08,5,百德新讓賽,星期三,跑馬地,20:50,草地,C 賽道,1650米,好地,"$967,000",60-40,第四班,
2020-01-08,6,一月盃（讓賽）,星期三,跑馬地,21:20,草地,C 賽道,1800米,好地,"$3,250,000",,國際三級賽,
2020-01-08,7,記利佐治讓賽,星期三,跑馬地,21:50,草地,C 賽道,1800米,好地,"$1,450,000",80-60,第三班,
2020-01-08,9,高士威讓賽,星期三,跑馬地,22:55,草地,C 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-01-11,1,賈炳達讓賽,星期六,沙田,12:15,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-11,2,侯王讓賽,星期六,沙田,12:45,草地,A 賽道,1600米,好地,"$725,000",40-0,第五班,
2020-01-11,3,賈炳達讓賽,星期六,沙田,13:15,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-11,4,南角讓賽,星期六,沙田,13:45,全天候跑道,,1650米,好地,"$967,000",60-40,第四班,
2020-01-11,5,衙前圍讓賽,星期六,沙田,14:15,草地,A 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-01-11,6,城南讓賽,星期六,沙田,14:50,草地,A 賽道,1400米,好地,"$967,000",60-40,第四班,
2020-01-11,7,城南讓賽,星期六,沙田,15:20,草地,A 賽道,1400米,好地,"$967,000",60-40,第四班,
2020-01-11,8,樂善堂,星期六,沙田,15:50,全天候跑道,,1650米,好地,"$1,450,000",80-60,第三班,
2020-01-11,9,打鼓嶺讓賽,星期六,沙田,16:25,草地,A 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2020-01-11,10,龍崗讓賽,星期六,沙田,17:00,草地,A 賽道,1600米,好地,"$2,100,000",100-80,第二班,
2020-01-15,1,美利讓賽,星期三,跑馬地,18:45,草地,C+3 賽道,1000米,好地,"$725,000",40-0,第五班,
2020-01-15,2,會所街讓賽,星期三,跑馬地,19:15,草地,C+3 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-15,3,琳寶讓賽,星期三,跑馬地,19:45,草地,C+3 賽道,1000米,好地,"$967,000",60-40,第四班,
2020-01-15,4,雪廠讓賽,星期三,跑馬地,20:15,草地,C+3 賽道,1650米,好地,"$967,000",60-40,第四班,
2020-01-15,5,愛丁堡讓賽,星期三,跑馬地,20:45,草地,C+3 賽道,1650米,好地,"$1,450,000",80-60,第三班,
2020-01-15,6,香港會挑戰盃（讓賽）,星期三,跑馬地,21:15,草地,C+3 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-15,7,愛丁堡讓賽,星期三,跑馬地,21:45,草地,C+3 賽道,1650米,好地,"$1,450,000",80-60,第三班,
2020-01-15,8,干諾讓賽,星期三,跑馬地,22:15,草地,C+3 賽道,1000米,好地,"$1,450,000",80-60,第三班,
2020-01-15,9,遮打讓賽,星期三,跑馬地,22:50,草地,C+3 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-01-19,1,喜蓮獎星讓賽,星期日,沙田,12:15,草地,A+3 賽道,2000米,好地,"$967,000",60-40,第四班,
2020-01-19,2,好利威讓賽,星期日,沙田,12:45,草地,A+3 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-19,3,大印銀紙讓賽,星期日,沙田,13:15,草地,A+3 賽道,1600米,好地,"$967,000",60-40,第四班,
2020-01-19,4,友誼至上讓賽,星期日,沙田,13:45,草地,A+3 賽道,1400米,好地,"$967,000",60-40,第四班,
2020-01-19,5,董事盃,星期日,沙田,14:15,草地,A+3 賽道,1600米,好地,"$10,000,000",,國際一級賽,
2020-01-19,6,締造美麗讓賽,星期日,沙田,14:50,草地,A+3 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-01-19,7,百週年紀念短途盃,星期日,沙田,15:20,草地,A+3 賽道,1200米,好地,"$10,000,000",,國際一級賽,
2020-01-19,8,好爸爸讓賽,星期日,沙田,15:55,草地,A+3 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2020-01-19,9,雄心威龍讓賽,星期日,沙田,16:30,草地,A+3 賽道,1200米,好地,"$2,100,000",100-80,第二班,
2020-01-19,10,精彩日子讓賽,星期日,沙田,17:05,草地,A+3 賽道,1600米,好地,"$1,450,000",80-60,第三班,
2020-01-22,1,裕民讓賽,星期三,跑馬地,18:45,草地,A 賽道,2200米,好地,"$725,000",40-0,第五班,
2020-01-22,2,成業讓賽,星期三,跑馬地,19:15,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-22,3,成業讓賽,星期三,跑馬地,19:45,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-22,4,偉業讓賽,星期三,跑馬地,20:15,草地,A 賽道,1650米,好地,"$967,000",60-40,第四班,
2020-01-22,5,物華讓賽,星期三,跑馬地,20:45,草地,A 賽道,1000米,好地,"$967,000",60-40,第四班,
2020-01-22,6,偉業讓賽,星期三,跑馬地,21:15,草地,A 賽道,1650米,好地,"$967,000",60-40,第四班,
2020-01-22,7,鴻圖讓賽,星期三,跑馬地,21:45,草地,A 賽道,1650米,好地,"$1,450,000",80-60,第三班,
2020-01-22,8,開源讓賽,星期三,跑馬地,22:15,草地,A 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-01-22,9,開源讓賽,星期三,跑馬地,22:50,草地,A 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-01-27,1,如意讓賽,星期一,沙田,12:00,草地,B+2 賽道,1200米,好地,"$725,000",40-0,第五班,
2020-01-27,2,吉祥讓賽,星期一,沙田,12:30,草地,B+2 賽道,1000米,好地,"$967,000",60-40,第四班,
2020-01-27,3,利是讓賽,星期一,沙田,13:00,草地,B+2 賽道,1400米,好地,"$967,000",60-40,第四班,
2020-01-27,4,百週年紀念銀瓶（讓賽）,星期一,沙田,13:30,草地,B+2 賽道,1800米,好地,"$3,250,000",,國際三級賽,
2020-01-27,5,興隆讓賽,星期一,沙田,14:00,草地,B+2 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-27,6,利是讓賽,星期一,沙田,14:30,草地,B+2 賽道,1400米,好地,"$967,000",60-40,第四班,
2020-01-27,7,恭喜讓賽,星期一,沙田,15:00,草地,B+2 賽道,2000米,好地,"$1,450,000",80-60,第三班,
2020-01-27,8,香港經典一哩賽,星期一,沙田,15:30,草地,B+2 賽道,1600米,好地,"$10,000,000",,四歲,
2020-01-27,9,好運讓賽,星期一,沙田,16:05,草地,B+2 賽道,1400米,好地,"$1,450,000",85-60,第三班,
2020-01-27,10,賀年盃（讓賽）,星期一,沙田,16:40,草地,B+2 賽道,1400米,好地,"$2,800,000",110-85,第一班,
2020-01-27,11,發財讓賽,星期一,沙田,17:15,草地,B+2 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-01-29,1,堅尼地讓賽,星期三,跑馬地,18:45,草地,B 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-29,2,摩理臣山讓賽,星期三,跑馬地,19:15,草地,B 賽道,1650米,好地,"$725,000",40-0,第五班,
2020-01-29,3,堅尼地讓賽,星期三,跑馬地,19:45,草地,B 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-29,4,堅尼地讓賽,星期三,跑馬地,20:15,草地,B 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-01-29,5,愛群讓賽,星期三,跑馬地,20:50,草地,B 賽道,1800米,好地,"$967,000",60-40,第四班,
2020-01-29,6,義勇軍挑戰盃（讓賽）,星期三,跑馬地,21:20,草地,B 賽道,1650米,好地,"$1,450,000",80-60,第三班,
2020-01-29,7,皇后大道東讓賽,星期三,跑馬地,21:50,草地,B 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-01-29,8,司徒拔讓賽,星期三,跑馬地,22:20,草地,B 賽道,1200米,好地,"$2,100,000",100-80,第二班,
2020-01-29,9,天樂讓賽,星期三,跑馬地,22:55,草地,B 賽道,1650米,好地,"$2,100,000",100-80,第二班,
2020-02-02,1,蘭花讓賽,星期日,沙田,12:15,草地,C 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-02-02,2,蘭花讓賽,星期日,沙田,12:45,草地,C 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-02-02,3,玫瑰讓賽,星期日,沙田,13:15,草地,C 賽道,1400米,好地,"$725,000",40-0,第五班,
2020-02-02,4,桃花讓賽,星期日,沙田,13:45,草地,C 賽道,1400米,好地,"$967,000",60-40,第四班,
2020-02-02,5,雛菊讓賽,星期日,沙田,14:15,草地,C 賽道,1600米,好地,"$1,450,000",80-60,第三班,
2020-02-02,6,牡丹讓賽,星期日,沙田,14:50,全天候跑道,,1650米,好地,"$967,000",60-40,第四班,
2020-02-02,7,百合讓賽,星期日,沙田,15:20,全天候跑道,,1650米,好地,"$1,450,000",80-60,第三班,
2020-02-02,8,富貴菊讓賽,星期日,沙田,15:50,草地,C 賽道,1000米,好地,"$1,450,000",80-60,第三班,
2020-02-02,9,水仙花讓賽,星期日,沙田,16:25,草地,C 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-02-02,10,杜鵑花讓賽,星期日,沙田,17:00,草地,C 賽道,1800米,好地,"$2,100,000",100-80,第二班,
2020-02-05,1,寶靈頓讓賽,星期三,跑馬地,19:15,草地,C 賽道,1200米,好地,"$725,000",40-0,第五班,
2020-02-05,2,堅拿讓賽,星期三,跑馬地,19:45,草地,C 賽道,1000米,好地,"$967,000",60-40,第四班,
2020-02-05,3,紀利華木球會挑戰盃（讓賽）,星期三,跑馬地,20:15,草地,C 賽道,1650米,好地,"$967,000",60-40,第四班,
2020-02-05,4,波斯富讓賽,星期三,跑馬地,20:45,草地,C 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-02-05,5,黃泥涌讓賽,星期三,跑馬地,21:15,草地,C 賽道,1650米,好地,"$967,000",60-40,第四班,
2020-02-05,6,體育道讓賽,星期三,跑馬地,21:45,草地,C 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-02-05,7,羅素讓賽,星期三,跑馬地,22:15,草地,C 賽道,1650米,好地,"$1,450,000",80-60,第三班,
2020-02-05,8,體育道讓賽,星期三,跑馬地,22:55,草地,C 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-02-08,1,樂華讓賽,星期六,沙田,12:15,草地,C+3 賽道,1000米,好地,"$967,000",60-40,第四班,
2020-02-08,2,橫頭磡讓賽,星期六,沙田,12:45,草地,C+3 賽道,1800米,好地,"$725,000",40-0,第五班,
2020-02-08,3,牛頭角讓賽,星期六,沙田,13:15,全天候跑道,,1200米,好地,"$967,000",60-40,第四班,
2020-02-08,4,秀茂坪讓賽,星期六,沙田,13:45,草地,C+3 賽道,1400米,好地,"$967,000",60-40,第四班,
2020-02-08,5,樂富讓賽,星期六,沙田,14:15,草地,C+3 賽道,1800米,好地,"$1,450,000",80-60,第三班,
2020-02-08,6,啟業讓賽,星期六,沙田,14:50,全天候跑道,,1200米,好地,"$1,450,000",80-60,第三班,
2020-02-08,7,彩雲讓賽,星期六,沙田,15:20,草地,C+3 賽道,1600米,好地,"$2,100,000",105-80,第二班,
2020-02-08,8,鯉魚門讓賽,星期六,沙田,15:50,草地,C+3 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2020-02-08,9,彩虹讓賽,星期六,沙田,16:30,草地,C+3 賽道,1200米,好地,"$2,100,000",105-80,第二班,
2020-02-08,10,鯉魚門讓賽,星期六,沙田,17:05,草地,C+3 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2020-02-12,1,西貢讓賽,星期三,跑馬地,19:15,草地,C+3 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-02-12,2,大埔讓賽,星期三,跑馬地,19:45,草地,C+3 賽道,1650米,好地,"$967,000",60-40,第四班,
2020-02-12,3,西貢讓賽,星期三,跑馬地,20:15,草地,C+3 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-02-12,4,荃灣讓賽,星期三,跑馬地,20:45,草地,C+3 賽道,1800米,好地至快地,"$967,000",60-40,第四班,
2020-02-12,5,粉嶺讓賽,星期三,跑馬地,21:15,草地,C+3 賽道,1000米,好地至快地,"$1,450,000",85-60,第三班,
2020-02-12,6,葵涌讓賽,星期三,跑馬地,21:45,草地,C+3 賽道,1650米,好地至快地,"$1,450,000",80-60,第三班,
2020-02-12,7,葵涌讓賽,星期三,跑馬地,22:15,草地,C+3 賽道,1650米,好地至快地,"$1,450,000",80-60,第三班,
2020-02-12,8,火炭讓賽,星期三,跑馬地,22:50,草地,C+3 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2020-02-16,1,花旗銀行流動理財讓賽,星期日,沙田,12:15,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-02-16,2,花旗銀行CITI PRIORITY讓賽,星期日,沙田,12:45,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-02-16,3,花旗銀行CITIGOLD讓賽,星期日,沙田,13:15,草地,A 賽道,1600米,好地,"$967,000",60-40,第四班,
2020-02-16,4,花旗私人客戶業務讓賽,星期日,沙田,13:45,草地,A 賽道,1400米,好地,"$967,000",60-40,第四班,
2020-02-16,5,花旗銀行香港金盃,星期日,沙田,14:15,草地,A 賽道,2000米,好地,"$10,000,000",,國際一級賽,
2020-02-16,6,CITI ULTIMA CARD讓賽,星期日,沙田,14:50,草地,A 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2020-02-16,7,女皇銀禧紀念盃,星期日,沙田,15:20,草地,A 賽道,1400米,好地,"$10,000,000",,國際一級賽,
